,time,open,high,low,close,volume
80,2021-10-05 17:30:00,50154.0,50178.0,50104.0,50104.0,230170.5338
81,2021-10-05 17:31:00,50104.0,50121.0,50082.0,50086.0,68318.4688
82,2021-10-05 17:32:00,50086.0,50117.0,50085.0,50095.0,76157.6978
83,2021-10-05 17:33:00,50095.0,50102.0,50082.0,50102.0,20000.7885
84,2021-10-05 17:34:00,50103.0,50112.0,50087.0,50090.0,74861.7202
85,2021-10-05 17:35:00,50090.0,50109.0,50090.0,50109.0,64335.8495
86,2021-10-05 17:36:00,50109.0,50113.0,50100.0,50107.0,20769.6486
87,2021-10-05 17:37:00,50107.0,50122.0,50104.0,50109.0,294657.6611
88,2021-10-05 17:38:00,50109.0,50135.0,50109.0,50135.0,7678.2812
89,2021-10-05 17:39:00,50135.0,50151.0,50135.0,50151.0,45122.5404
90,2021-10-05 17:40:00,50151.0,50155.0,50141.0,50147.0,421035.8944
91,2021-10-05 17:41:00,50147.0,50201.0,50147.0,50188.0,793372.0958
92,2021-10-05 17:42:00,50188.0,50194.0,50134.0,50159.0,104455.8853
93,2021-10-05 17:43:00,50159.0,50161.0,50123.0,50161.0,31945.2866
94,2021-10-05 17:44:00,50161.0,50162.0,50160.0,50161.0,12374.7871
95,2021-10-05 17:45:00,50161.0,50161.0,50142.0,50156.0,53549.9231
96,2021-10-05 17:46:00,50156.0,50158.0,50128.0,50128.0,27585.4658
97,2021-10-05 17:47:00,50128.0,50136.0,50118.0,50121.0,142839.8969
98,2021-10-05 17:48:00,50121.0,50126.0,50076.0,50076.0,148551.3271
99,2021-10-05 17:49:00,50076.0,50106.0,50071.0,50094.0,108781.1401
100,2021-10-05 17:50:00,50093.0,50141.0,50092.0,50135.0,182103.3998
101,2021-10-05 17:51:00,50135.0,50162.0,50135.0,50162.0,61725.9589
102,2021-10-05 17:52:00,50162.0,50197.0,50162.0,50197.0,4937.3385
103,2021-10-05 17:53:00,50200.0,50213.0,50187.0,50213.0,61628.5262
104,2021-10-05 17:54:00,50213.0,50218.0,50192.0,50209.0,78531.0489
105,2021-10-05 17:55:00,50209.0,50229.0,50192.0,50192.0,306477.9098
106,2021-10-05 17:56:00,50192.0,50193.0,50172.0,50191.0,46353.4229
107,2021-10-05 17:57:00,50191.0,50192.0,50171.0,50174.0,255065.1802
108,2021-10-05 17:58:00,50174.0,50183.0,50165.0,50183.0,50769.3383
109,2021-10-05 17:59:00,50183.0,50189.0,50165.0,50168.0,47335.2568
110,2021-10-05 18:00:00,50168.0,50218.0,50167.0,50218.0,444544.0137
111,2021-10-05 18:01:00,50218.0,50253.0,50191.0,50194.0,883713.7698
112,2021-10-05 18:02:00,50194.0,50219.0,50183.0,50211.0,821439.5058
113,2021-10-05 18:03:00,50212.0,50276.0,50212.0,50276.0,354903.9618
114,2021-10-05 18:04:00,50276.0,50311.0,50263.0,50297.0,1035081.1837
115,2021-10-05 18:05:00,50297.0,50325.0,50297.0,50301.0,336959.2115
116,2021-10-05 18:06:00,50301.0,50303.0,50273.0,50282.0,469776.462
117,2021-10-05 18:07:00,50282.0,50282.0,50225.0,50225.0,203088.0082
118,2021-10-05 18:08:00,50225.0,50226.0,50212.0,50226.0,79182.2769
119,2021-10-05 18:09:00,50226.0,50246.0,50204.0,50235.0,781554.6384
120,2021-10-05 18:10:00,50235.0,50313.0,50226.0,50313.0,190435.0421
121,2021-10-05 18:11:00,50311.0,50313.0,50268.0,50268.0,239933.8296
122,2021-10-05 18:12:00,50268.0,50268.0,50207.0,50207.0,260079.5258
123,2021-10-05 18:13:00,50207.0,50225.0,50206.0,50221.0,18124.1437
124,2021-10-05 18:14:00,50221.0,50258.0,50221.0,50239.0,113982.4106
125,2021-10-05 18:15:00,50239.0,50271.0,50238.0,50271.0,151934.104
126,2021-10-05 18:16:00,50271.0,50295.0,50265.0,50282.0,74973.3688
127,2021-10-05 18:17:00,50282.0,50284.0,50253.0,50283.0,54650.2462
128,2021-10-05 18:18:00,50281.0,50286.0,50274.0,50285.0,43717.5012
129,2021-10-05 18:19:00,50285.0,50338.0,50281.0,50332.0,202957.0339
130,2021-10-05 18:20:00,50332.0,50337.0,50329.0,50336.0,103116.9194
131,2021-10-05 18:21:00,50336.0,50376.0,50330.0,50338.0,339011.4014
132,2021-10-05 18:22:00,50338.0,50391.0,50333.0,50384.0,857248.5629
133,2021-10-05 18:23:00,50384.0,50507.0,50383.0,50466.0,1951314.8458
134,2021-10-05 18:24:00,50466.0,50510.0,50445.0,50506.0,891989.7892
135,2021-10-05 18:25:00,50506.0,50648.0,50480.0,50635.0,3666975.0982
136,2021-10-05 18:26:00,50634.0,50785.0,50623.0,50680.0,6629814.8544
137,2021-10-05 18:27:00,50679.0,50750.0,50635.0,50683.0,1934405.6266
138,2021-10-05 18:28:00,50683.0,50688.0,50626.0,50626.0,625878.9285
139,2021-10-05 18:29:00,50626.0,50665.0,50555.0,50579.0,709695.7525
140,2021-10-05 18:30:00,50579.0,50686.0,50579.0,50673.0,765011.0054
141,2021-10-05 18:31:00,50673.0,50705.0,50671.0,50682.0,602653.7165
142,2021-10-05 18:32:00,50682.0,50682.0,50636.0,50650.0,260052.6538
143,2021-10-05 18:33:00,50650.0,50681.0,50626.0,50669.0,243239.8451
144,2021-10-05 18:34:00,50669.0,50670.0,50627.0,50660.0,346223.663
145,2021-10-05 18:35:00,50660.0,50689.0,50659.0,50664.0,189923.4082
146,2021-10-05 18:36:00,50664.0,50687.0,50641.0,50642.0,426323.77
147,2021-10-05 18:37:00,50642.0,50655.0,50573.0,50582.0,699381.2391
148,2021-10-05 18:38:00,50582.0,50600.0,50531.0,50555.0,5129074.6487
149,2021-10-05 18:39:00,50555.0,50597.0,50555.0,50558.0,451501.8719
150,2021-10-05 18:40:00,50558.0,50599.0,50558.0,50589.0,143589.2216
151,2021-10-05 18:41:00,50589.0,50599.0,50581.0,50588.0,116828.7067
152,2021-10-05 18:42:00,50600.0,50615.0,50494.0,50521.0,747875.9034
153,2021-10-05 18:43:00,50521.0,50525.0,50477.0,50497.0,441393.0537
154,2021-10-05 18:44:00,50497.0,50530.0,50494.0,50528.0,396535.9123
155,2021-10-05 18:45:00,50528.0,50534.0,50449.0,50450.0,554145.5123
156,2021-10-05 18:46:00,50450.0,50477.0,50401.0,50416.0,568172.8001
157,2021-10-05 18:47:00,50417.0,50449.0,50413.0,50445.0,172745.3969
158,2021-10-05 18:48:00,50445.0,50487.0,50445.0,50453.0,394129.388
159,2021-10-05 18:49:00,50453.0,50473.0,50434.0,50441.0,233507.4754
160,2021-10-05 18:50:00,50441.0,50480.0,50440.0,50473.0,589373.3438
161,2021-10-05 18:51:00,50473.0,50484.0,50464.0,50477.0,282751.1228
162,2021-10-05 18:52:00,50477.0,50509.0,50477.0,50497.0,100222.3644
163,2021-10-05 18:53:00,50497.0,50514.0,50497.0,50506.0,103760.541
164,2021-10-05 18:54:00,50506.0,50506.0,50463.0,50495.0,212273.3878
165,2021-10-05 18:55:00,50497.0,50540.0,50470.0,50540.0,314322.5951
166,2021-10-05 18:56:00,50540.0,50610.0,50540.0,50610.0,263388.7125
167,2021-10-05 18:57:00,50610.0,50640.0,50586.0,50622.0,289256.8764
168,2021-10-05 18:58:00,50622.0,50666.0,50622.0,50657.0,148830.9795
169,2021-10-05 18:59:00,50657.0,50673.0,50633.0,50643.0,179397.7192
170,2021-10-05 19:00:00,50642.0,50643.0,50592.0,50607.0,341999.1354
171,2021-10-05 19:01:00,50607.0,50716.0,50607.0,50715.0,505360.992
172,2021-10-05 19:02:00,50715.0,50829.0,50706.0,50825.0,1855289.784
173,2021-10-05 19:03:00,50824.0,50898.0,50701.0,50753.0,2085137.2891
174,2021-10-05 19:04:00,50753.0,50762.0,50653.0,50658.0,1189613.8417
175,2021-10-05 19:05:00,50658.0,50734.0,50658.0,50685.0,397686.5768
176,2021-10-05 19:06:00,50685.0,50726.0,50672.0,50691.0,544225.4957
177,2021-10-05 19:07:00,50691.0,50738.0,50691.0,50716.0,341095.3289
178,2021-10-05 19:08:00,50709.0,50729.0,50679.0,50688.0,270193.096
179,2021-10-05 19:09:00,50688.0,50692.0,50632.0,50675.0,325586.2339
180,2021-10-05 19:10:00,50675.0,50691.0,50651.0,50656.0,204893.593
181,2021-10-05 19:11:00,50656.0,50674.0,50627.0,50674.0,404681.868
182,2021-10-05 19:12:00,50679.0,50680.0,50641.0,50660.0,231826.9564
183,2021-10-05 19:13:00,50660.0,50716.0,50655.0,50716.0,312730.7017
184,2021-10-05 19:14:00,50716.0,50868.0,50711.0,50845.0,838365.9222
185,2021-10-05 19:15:00,50845.0,50953.0,50804.0,50874.0,1967722.3174
186,2021-10-05 19:16:00,50874.0,50874.0,50802.0,50802.0,741883.9955
187,2021-10-05 19:17:00,50801.0,50801.0,50761.0,50782.0,601331.4508
188,2021-10-05 19:18:00,50782.0,50831.0,50773.0,50787.0,223508.6585
189,2021-10-05 19:19:00,50787.0,50822.0,50772.0,50819.0,666194.0094
190,2021-10-05 19:20:00,50819.0,50819.0,50782.0,50782.0,61770.313
191,2021-10-05 19:21:00,50782.0,50786.0,50742.0,50786.0,162252.844
192,2021-10-05 19:22:00,50786.0,50830.0,50782.0,50830.0,795285.0776
193,2021-10-05 19:23:00,50830.0,50878.0,50830.0,50871.0,330359.7871
194,2021-10-05 19:24:00,50871.0,50878.0,50786.0,50786.0,700202.3979
195,2021-10-05 19:25:00,50786.0,50809.0,50786.0,50787.0,200213.1087
196,2021-10-05 19:26:00,50787.0,50789.0,50754.0,50754.0,573517.2045
197,2021-10-05 19:27:00,50754.0,50825.0,50754.0,50824.0,421812.6241
198,2021-10-05 19:28:00,50824.0,50838.0,50768.0,50777.0,570444.9348
199,2021-10-05 19:29:00,50777.0,50799.0,50756.0,50758.0,713039.316
200,2021-10-05 19:30:00,50758.0,50853.0,50755.0,50849.0,871330.7241
201,2021-10-05 19:31:00,50848.0,50907.0,50815.0,50815.0,375393.5181
202,2021-10-05 19:32:00,50815.0,50855.0,50813.0,50835.0,383135.3866
203,2021-10-05 19:33:00,50835.0,50875.0,50835.0,50866.0,643995.1489
204,2021-10-05 19:34:00,50866.0,50926.0,50847.0,50912.0,502045.3707
205,2021-10-05 19:35:00,50912.0,50921.0,50894.0,50917.0,490114.0266
206,2021-10-05 19:36:00,50917.0,50932.0,50894.0,50927.0,681945.4847
207,2021-10-05 19:37:00,50927.0,50951.0,50892.0,50892.0,778281.7216
208,2021-10-05 19:38:00,50892.0,50912.0,50886.0,50904.0,230600.9354
209,2021-10-05 19:39:00,50904.0,50904.0,50861.0,50866.0,894921.4226
210,2021-10-05 19:40:00,50866.0,50908.0,50861.0,50908.0,240871.6725
211,2021-10-05 19:41:00,50908.0,50946.0,50907.0,50925.0,447604.5693
212,2021-10-05 19:42:00,50925.0,50925.0,50904.0,50908.0,233408.9027
213,2021-10-05 19:43:00,50908.0,50925.0,50908.0,50912.0,241293.8236
214,2021-10-05 19:44:00,50912.0,50917.0,50837.0,50855.0,562326.5895
215,2021-10-05 19:45:00,50855.0,50879.0,50831.0,50879.0,342870.3983
216,2021-10-05 19:46:00,50880.0,50916.0,50878.0,50916.0,167867.0229
217,2021-10-05 19:47:00,50916.0,51017.0,50910.0,50951.0,1673720.1414
218,2021-10-05 19:48:00,50951.0,51041.0,50912.0,50952.0,1865217.2065
219,2021-10-05 19:49:00,50952.0,51015.0,50952.0,50978.0,895491.9829
220,2021-10-05 19:50:00,50978.0,51447.0,50966.0,51277.0,5103447.5233
221,2021-10-05 19:51:00,51324.0,51359.0,51146.0,51182.0,4266674.8351
222,2021-10-05 19:52:00,51182.0,51250.0,51056.0,51099.0,1992894.4531
223,2021-10-05 19:53:00,51103.0,51261.0,51089.0,51189.0,2570283.3785
224,2021-10-05 19:54:00,51188.0,51229.0,51169.0,51179.0,761380.4205
225,2021-10-05 19:55:00,51179.0,51287.0,51179.0,51198.0,922711.2769
226,2021-10-05 19:56:00,51198.0,51265.0,51195.0,51241.0,541229.9361
227,2021-10-05 19:57:00,51241.0,51337.0,51241.0,51318.0,1567787.1077
228,2021-10-05 19:58:00,51318.0,51318.0,51253.0,51257.0,760743.1895
229,2021-10-05 19:59:00,51257.0,51258.0,51146.0,51200.0,1025523.4989
230,2021-10-05 20:00:00,51200.0,51306.0,51200.0,51267.0,1085905.0602
231,2021-10-05 20:01:00,51267.0,51267.0,51179.0,51248.0,1186747.1898
232,2021-10-05 20:02:00,51248.0,51280.0,51241.0,51250.0,408682.9049
233,2021-10-05 20:03:00,51253.0,51267.0,51170.0,51185.0,442970.7942
234,2021-10-05 20:04:00,51187.0,51237.0,51172.0,51213.0,662423.364
235,2021-10-05 20:05:00,51215.0,51270.0,51213.0,51226.0,984759.79
236,2021-10-05 20:06:00,51226.0,51284.0,51221.0,51277.0,427971.0705
237,2021-10-05 20:07:00,51277.0,51431.0,51276.0,51419.0,1237840.0039
238,2021-10-05 20:08:00,51419.0,51420.0,51308.0,51361.0,2915335.3587
239,2021-10-05 20:09:00,51361.0,51375.0,51344.0,51358.0,3514132.3868
240,2021-10-05 20:10:00,51358.0,51370.0,51291.0,51322.0,531557.7303
241,2021-10-05 20:11:00,51322.0,51323.0,51286.0,51304.0,355113.5446
242,2021-10-05 20:12:00,51304.0,51407.0,51304.0,51398.0,542455.4333
243,2021-10-05 20:13:00,51401.0,51467.0,51397.0,51453.0,1074632.6197
244,2021-10-05 20:14:00,51453.0,51497.0,51432.0,51473.0,1597601.9545
245,2021-10-05 20:15:00,51473.0,51544.0,51427.0,51505.0,3545550.3889
246,2021-10-05 20:16:00,51505.0,51796.0,51503.0,51779.0,3894795.746
247,2021-10-05 20:17:00,51778.0,51802.0,51652.0,51744.0,3476885.0689
248,2021-10-05 20:18:00,51742.0,51798.0,51561.0,51652.0,1795736.8837
249,2021-10-05 20:19:00,51651.0,51766.0,51641.0,51715.0,2252130.9373
250,2021-10-05 20:20:00,51719.0,51725.0,51675.0,51685.0,859612.3953
251,2021-10-05 20:21:00,51686.0,51719.0,51637.0,51684.0,1589416.5018
252,2021-10-05 20:22:00,51683.0,51723.0,51678.0,51706.0,907146.5523
253,2021-10-05 20:23:00,51706.0,51706.0,51560.0,51598.0,1265454.2055
254,2021-10-05 20:24:00,51598.0,51598.0,51491.0,51533.0,1172668.0689
255,2021-10-05 20:25:00,51533.0,51600.0,51503.0,51532.0,1007460.2715
256,2021-10-05 20:26:00,51531.0,51532.0,51439.0,51474.0,646317.3524
257,2021-10-05 20:27:00,51474.0,51495.0,51426.0,51431.0,1088318.6497
258,2021-10-05 20:28:00,51431.0,51476.0,51431.0,51466.0,925242.0426
259,2021-10-05 20:29:00,51466.0,51472.0,51368.0,51372.0,2468786.5722
260,2021-10-05 20:30:00,51372.0,51401.0,51141.0,51176.0,3701940.3882
261,2021-10-05 20:31:00,51176.0,51262.0,51156.0,51238.0,4484538.1733
262,2021-10-05 20:32:00,51243.0,51310.0,51238.0,51297.0,1952022.4319
263,2021-10-05 20:33:00,51297.0,51350.0,51278.0,51305.0,1086100.9629
264,2021-10-05 20:34:00,51305.0,51305.0,51231.0,51251.0,668199.0462
265,2021-10-05 20:35:00,51251.0,51318.0,51251.0,51302.0,5610818.9678
266,2021-10-05 20:36:00,51302.0,51336.0,51300.0,51318.0,3007632.3548
267,2021-10-05 20:37:00,51318.0,51445.0,51314.0,51366.0,979693.5063
268,2021-10-05 20:38:00,51368.0,51500.0,51356.0,51454.0,1219118.3518
269,2021-10-05 20:39:00,51454.0,51486.0,51425.0,51425.0,1142767.2259
270,2021-10-05 20:40:00,51424.0,51429.0,51352.0,51365.0,837763.8863
271,2021-10-05 20:41:00,51365.0,51431.0,51347.0,51426.0,187779.1464
272,2021-10-05 20:42:00,51426.0,51435.0,51383.0,51412.0,675263.346
273,2021-10-05 20:43:00,51412.0,51420.0,51394.0,51399.0,533886.8452
274,2021-10-05 20:44:00,51399.0,51420.0,51386.0,51413.0,217172.1912
275,2021-10-05 20:45:00,51413.0,51419.0,51363.0,51363.0,505178.7675
276,2021-10-05 20:46:00,51363.0,51369.0,51301.0,51361.0,463597.4141
277,2021-10-05 20:47:00,51357.0,51361.0,51282.0,51305.0,678821.0184
278,2021-10-05 20:48:00,51305.0,51364.0,51305.0,51351.0,530812.0532
279,2021-10-05 20:49:00,51351.0,51389.0,51351.0,51376.0,204988.0602
280,2021-10-05 20:50:00,51376.0,51389.0,51363.0,51363.0,695134.6588
281,2021-10-05 20:51:00,51363.0,51373.0,51313.0,51330.0,672966.9489
282,2021-10-05 20:52:00,51330.0,51360.0,51330.0,51345.0,600124.7633
283,2021-10-05 20:53:00,51345.0,51357.0,51324.0,51344.0,1270193.1898
284,2021-10-05 20:54:00,51344.0,51360.0,51344.0,51359.0,239648.8588
285,2021-10-05 20:55:00,51359.0,51372.0,51335.0,51336.0,738856.5927
286,2021-10-05 20:56:00,51336.0,51411.0,51336.0,51398.0,789380.7395
287,2021-10-05 20:57:00,51398.0,51427.0,51341.0,51375.0,1462699.3321
288,2021-10-05 20:58:00,51375.0,51398.0,51375.0,51398.0,687142.6841
289,2021-10-05 20:59:00,51398.0,51593.0,51397.0,51496.0,1785775.079
290,2021-10-05 21:00:00,51495.0,51566.0,51495.0,51516.0,1290110.6559
291,2021-10-05 21:01:00,51516.0,51516.0,51455.0,51488.0,135109.6953
292,2021-10-05 21:02:00,51488.0,51493.0,51412.0,51427.0,336636.0968
293,2021-10-05 21:03:00,51427.0,51521.0,51427.0,51490.0,642906.673
294,2021-10-05 21:04:00,51490.0,51561.0,51431.0,51431.0,1304552.1407
295,2021-10-05 21:05:00,51438.0,51464.0,51422.0,51443.0,223722.8979
296,2021-10-05 21:06:00,51443.0,51444.0,51404.0,51420.0,122041.0146
297,2021-10-05 21:07:00,51420.0,51424.0,51351.0,51377.0,264242.9217
298,2021-10-05 21:08:00,51377.0,51406.0,51368.0,51403.0,344838.2638
299,2021-10-05 21:09:00,51403.0,51411.0,51378.0,51388.0,455696.909
300,2021-10-05 21:10:00,51388.0,51440.0,51388.0,51413.0,127768.8903
301,2021-10-05 21:11:00,51413.0,51428.0,51362.0,51378.0,1028141.5314
302,2021-10-05 21:12:00,51378.0,51391.0,51347.0,51389.0,4150895.9004
303,2021-10-05 21:13:00,51389.0,51445.0,51376.0,51442.0,855666.4186
304,2021-10-05 21:14:00,51442.0,51455.0,51427.0,51454.0,107061.513
305,2021-10-05 21:15:00,51454.0,51496.0,51454.0,51489.0,82211.0083
306,2021-10-05 21:16:00,51489.0,51518.0,51477.0,51513.0,1258767.6497
307,2021-10-05 21:17:00,51513.0,51513.0,51478.0,51504.0,57445.3446
308,2021-10-05 21:18:00,51504.0,51529.0,51501.0,51523.0,2105650.803
309,2021-10-05 21:19:00,51523.0,51538.0,51495.0,51517.0,2299957.3232
310,2021-10-05 21:20:00,51517.0,51656.0,51511.0,51614.0,1579011.1447
311,2021-10-05 21:21:00,51612.0,51614.0,51566.0,51583.0,826964.0124
312,2021-10-05 21:22:00,51583.0,51620.0,51542.0,51588.0,371819.463
313,2021-10-05 21:23:00,51588.0,51649.0,51581.0,51648.0,407160.8115
314,2021-10-05 21:24:00,51648.0,51686.0,51632.0,51684.0,415016.0569
315,2021-10-05 21:25:00,51684.0,51701.0,51656.0,51660.0,580287.9319
316,2021-10-05 21:26:00,51660.0,51668.0,51632.0,51646.0,536302.9205
317,2021-10-05 21:27:00,51646.0,51647.0,51622.0,51622.0,221536.4099
318,2021-10-05 21:28:00,51621.0,51780.0,51621.0,51774.0,1482742.2915
319,2021-10-05 21:29:00,51780.0,51788.0,51750.0,51757.0,1018232.6728
320,2021-10-05 21:30:00,51757.0,51771.0,51744.0,51745.0,310953.5407
321,2021-10-05 21:31:00,51746.0,51749.0,51739.0,51740.0,365739.127
322,2021-10-05 21:32:00,51740.0,51744.0,51692.0,51692.0,835008.0186
323,2021-10-05 21:33:00,51692.0,51693.0,51680.0,51680.0,165065.936
324,2021-10-05 21:34:00,51680.0,51684.0,51674.0,51681.0,271334.8714
325,2021-10-05 21:35:00,51680.0,51749.0,51674.0,51749.0,486232.5336
326,2021-10-05 21:36:00,51749.0,51761.0,51734.0,51759.0,615879.5864
327,2021-10-05 21:37:00,51759.0,51816.0,51759.0,51805.0,830831.2158
328,2021-10-05 21:38:00,51805.0,51819.0,51805.0,51814.0,534669.7881
329,2021-10-05 21:39:00,51814.0,51827.0,51807.0,51827.0,376140.5061
330,2021-10-05 21:40:00,51827.0,51878.0,51826.0,51868.0,317000.1054
331,2021-10-05 21:41:00,51868.0,51920.0,51868.0,51875.0,602326.1161
332,2021-10-05 21:42:00,51873.0,51878.0,51617.0,51720.0,846047.6232
333,2021-10-05 21:43:00,51720.0,51777.0,51697.0,51697.0,741581.8724
334,2021-10-05 21:44:00,51697.0,51729.0,51693.0,51726.0,428425.6357
335,2021-10-05 21:45:00,51726.0,51726.0,51697.0,51707.0,284634.6603
336,2021-10-05 21:46:00,51707.0,51716.0,51699.0,51699.0,176936.821
337,2021-10-05 21:47:00,51699.0,51699.0,51691.0,51692.0,124303.4526
338,2021-10-05 21:48:00,51692.0,51692.0,51647.0,51656.0,249782.4775
339,2021-10-05 21:49:00,51656.0,51656.0,51617.0,51648.0,244113.3983
