,startTime,time,open,high,low,close,volume,9-min,21-min,signal,market_returns,trend_returns,entry,ma,ratio,position,entryR,range_returns,sign
21,2021-10-10T23:31:00+00:00,1633908660000.0,54802.0,54812.0,54771.0,54771.0,59829.9835,54868.666666666664,54856.71428571428,1.0,,,,,,,,,
22,2021-10-10T23:32:00+00:00,1633908720000.0,54771.0,54787.0,54763.0,54772.0,53784.0348,54853.11111111111,54854.19047619047,-1.0,1.825767050434024e-05,,-2.0,,,,,,
23,2021-10-10T23:33:00+00:00,1633908780000.0,54772.0,54772.0,54751.0,54753.0,95066.301,54836.444444444445,54849.857142857145,-1.0,-0.0003469527539934347,-1.825767050434024e-05,0.0,,,,,,
24,2021-10-10T23:34:00+00:00,1633908840000.0,54753.0,54771.0,54726.0,54736.0,56553.9943,54817.11111111111,54844.333333333336,-1.0,-0.00031053348074472353,0.0003469527539934347,0.0,,,,,,
25,2021-10-10T23:35:00+00:00,1633908900000.0,54736.0,54747.0,54690.0,54691.0,136057.1761,54802.11111111111,54838.09523809524,-1.0,-0.0008224661653279952,0.00031053348074472353,0.0,,,,,,
26,2021-10-10T23:36:00+00:00,1633908960000.0,54691.0,54707.0,54681.0,54690.0,108243.8401,54784.0,54831.857142857145,-1.0,-1.8284711238436557e-05,0.0008224661653279952,0.0,,,,,,
27,2021-10-10T23:37:00+00:00,1633909020000.0,54690.0,54729.0,54689.0,54716.0,32204.0003,54765.555555555555,54824.76190476191,-1.0,0.0004752938685168573,1.8284711238436557e-05,0.0,,,,,,
28,2021-10-10T23:38:00+00:00,1633909080000.0,54716.0,54716.0,54651.0,54651.0,416110.2883,54751.555555555555,54817.47619047619,-1.0,-0.001188658510397289,-0.0004752938685168573,0.0,,,,,,
29,2021-10-10T23:39:00+00:00,1633909140000.0,54641.0,54701.0,54610.0,54680.0,1838164.7163,54731.22222222222,54808.09523809524,-1.0,0.0005304991389465386,0.001188658510397289,0.0,,,,,,
30,2021-10-10T23:40:00+00:00,1633909200000.0,54680.0,54684.0,54638.0,54671.0,418278.3685,54717.77777777778,54801.09523809524,-1.0,-0.00016460754854108473,-0.0005304991389465386,0.0,54717.77777777778,0.9991451082321406,,,,
31,2021-10-10T23:41:00+00:00,1633909260000.0,54671.0,54681.0,54639.0,54670.0,95203.1188,54706.666666666664,54792.380952380954,-1.0,-1.8291400298409144e-05,0.00016460754854108473,0.0,54706.666666666664,0.9993297587131368,,,,
32,2021-10-10T23:42:00+00:00,1633909320000.0,54664.0,54675.0,54583.0,54587.0,388916.8863,54695.333333333336,54783.42857142857,-1.0,-0.0015193537433155768,1.8291400298409144e-05,0.0,54695.333333333336,0.9980193313262558,1.0,,,
33,2021-10-10T23:43:00+00:00,1633909380000.0,54587.0,54645.0,54501.0,54623.0,1459413.7127,54676.88888888889,54771.71428571428,-1.0,0.0006592803095681887,0.0015193537433155768,0.0,54676.88888888889,0.9990144119392308,1.0,0.0,0.0006592803095681887,1.0
34,2021-10-10T23:44:00+00:00,1633909440000.0,54623.0,54648.0,54581.0,54648.0,632018.4346,54664.333333333336,54758.0,-1.0,0.00045757795638756704,-0.0006592803095681887,0.0,54664.333333333336,0.999701206758825,1.0,0.0,0.00045757795638756704,-1.0
35,2021-10-10T23:45:00+00:00,1633909500000.0,54648.0,54710.0,54590.0,54593.0,695940.1061,54659.555555555555,54744.95238095238,-1.0,-0.0010069480258749763,-0.00045757795638756704,0.0,54659.555555555555,0.9987823619332596,1.0,0.0,-0.0010069480258749763,1.0
36,2021-10-10T23:46:00+00:00,1633909560000.0,54593.0,54609.0,54543.0,54572.0,77830.6614,54648.77777777778,54729.04761904762,-1.0,-0.00038473870304578384,0.0010069480258749763,0.0,54648.77777777778,0.9985950687115092,1.0,0.0,-0.00038473870304578384,1.0
37,2021-10-10T23:47:00+00:00,1633909620000.0,54572.0,54625.0,54544.0,54617.0,293383.504,54632.77777777778,54714.80952380953,-1.0,0.0008242589005806877,0.00038473870304578384,0.0,54632.77777777778,0.999711203083212,1.0,0.0,0.0008242589005806877,-1.0
38,2021-10-10T23:48:00+00:00,1633909680000.0,54610.0,54618.0,54575.0,54607.0,79662.913,54629.0,54703.52380952381,-1.0,-0.0001831099397193725,-0.0008242589005806877,0.0,54629.0,0.9995972834941148,1.0,0.0,-0.0001831099397193725,-1.0
